customer_id,age,gender,district,residential_status,employment_sector,employment_years,monthly_income_hkd,product_type,loan_amount_hkd,tenor_months,interest_rate_pct,num_existing_loans,num_credit_cards,existing_debt_payment_hkd,new_payment_hkd,dsr,ltv,delinq_24m,months_since_delinq,credit_history_years,tu_credit_score,default_flag
HK1010949,33,M,New Territories,Owner,Professional Services,14.0,30900.0,Credit Card,161000,12,28.99,1,3,1460,6440,0.256,,0,,10.3,761,0
HK1010950,33,M,New Territories,Private Rental,Finance & Insurance,2.1,27200.0,Personal Loan,269000,12,9.86,1,4,620,23630,0.892,,0,,6.1,653,0
HK1010951,29,F,New Territories,Owner,Trade & Logistics,4.8,24300.0,SME Facility,1081000,24,9.87,2,1,3770,21620,1.045,0.734,0,,3.5,613,1
HK1010952,36,M,New Territories,Private Rental,Professional Services,15.2,36900.0,Personal Loan,399000,24,7.42,2,3,2230,17940,0.547,,3,14.0,10.5,598,1
HK1010953,50,M,Kowloon,Owner,Professional Services,9.3,45700.0,Credit Card,215000,12,26.1,2,2,3710,8600,0.269,,1,1.0,11.7,683,0
HK1010954,43,M,New Territories,Owner,Public Sector,4.9,13700.0,SME Facility,229000,60,8.61,1,2,4780,4580,0.683,0.471,0,,12.1,678,0
HK1010955,29,M,New Territories,Public Housing,Finance & Insurance,14.8,24700.0,Credit Card,35000,12,26.85,1,6,6150,1400,0.306,,2,9.0,6.2,628,0
HK1010956,39,F,New Territories,Owner,Finance & Insurance,15.5,41200.0,Mortgage,1739000,240,3.29,2,3,5710,9900,0.379,0.588,2,7.0,7.3,628,0
HK1010957,46,M,HK Island,Owner,Public Sector,9.1,22700.0,Credit Card,77000,12,28.59,2,3,1120,3080,0.185,,0,,22.2,797,0
HK1010958,67,F,New Territories,Living with Family,Trade & Logistics,1.1,34200.0,Personal Loan,388000,60,7.76,2,5,6430,7820,0.417,,0,,21.0,717,0
HK1010959,34,F,Kowloon,Living with Family,Construction,4.3,30700.0,Personal Loan,259000,24,10.98,1,3,2500,12070,0.475,,0,,9.5,744,0
HK1010960,35,M,HK Island,Private Rental,Finance & Insurance,8.1,27000.0,Credit Card,193000,24,19.42,1,8,3150,7720,0.403,,0,,10.7,692,0
HK1010961,26,M,Kowloon,Public Housing,Trade & Logistics,7.7,13000.0,Personal Loan,172000,36,8.49,2,4,1380,5430,0.524,,3,1.0,2.5,520,0
HK1010962,66,M,New Territories,Owner,Trade & Logistics,5.9,29000.0,Credit Card,205000,24,25.74,2,2,2300,8200,0.362,,0,,41.6,759,0
HK1010963,44,M,New Territories,Private Rental,Retail & F&B,1.4,19600.0,Personal Loan,98000,48,8.86,1,3,1770,2430,0.214,,0,,20.1,748,0
HK1010964,34,M,New Territories,Owner,Retail & F&B,6.2,13100.0,Credit Card,81000,24,28.12,2,1,3480,3240,0.513,,0,,6.3,729,0
HK1010965,46,M,Kowloon,Owner,Finance & Insurance,3.0,42400.0,Personal Loan,503000,12,7.22,0,4,1070,43570,1.053,,0,,17.2,653,0
HK1010966,37,M,HK Island,Private Rental,Finance & Insurance,7.6,32300.0,Credit Card,222000,12,25.05,2,3,3310,8880,0.377,,0,,8.8,663,0
HK1010967,43,F,New Territories,Public Housing,Finance & Insurance,2.7,19900.0,Credit Card,26000,12,24.5,4,4,4250,1040,0.266,,0,,19.2,703,1
HK1010968,45,M,New Territories,Public Housing,Trade & Logistics,9.9,18000.0,Personal Loan,106000,36,3.98,2,5,4650,3130,0.432,,1,1.0,10.1,663,0
HK1010969,58,F,New Territories,Owner,Professional Services,0.6,16900.0,Credit Card,57000,12,30.82,2,2,3500,2280,0.342,,0,,20.2,724,0
HK1010970,51,M,HK Island,Public Housing,Construction,2.0,23300.0,Mortgage,1667000,120,3.34,1,2,2150,16360,0.794,0.47,0,,23.2,687,1
HK1010971,43,M,New Territories,Owner,Finance & Insurance,13.0,50000.0,Personal Loan,192000,24,9.09,0,6,16550,8780,0.507,,2,14.0,13.7,663,0
HK1010972,58,M,Kowloon,Private Rental,Retail & F&B,9.4,64500.0,Credit Card,452000,12,23.47,1,4,3710,18080,0.338,,0,,27.1,756,0
HK1010973,25,F,Kowloon,Public Housing,Construction,6.4,30400.0,Mortgage,1834000,120,3.87,2,1,7550,18460,0.856,0.741,0,,2.9,582,0
HK1010974,53,F,Kowloon,Owner,Professional Services,2.1,36400.0,Mortgage,3535000,120,2.68,2,2,4630,33610,1.051,0.691,1,1.0,28.6,593,0
HK1010975,56,M,HK Island,Owner,Retail & F&B,2.3,22900.0,Credit Card,39000,24,26.02,0,2,2030,1560,0.157,,0,,25.6,761,0
HK1010976,48,M,Kowloon,Living with Family,Public Sector,8.3,20500.0,Credit Card,85000,12,29.41,4,2,2430,3400,0.284,,1,19.0,14.0,700,0
HK1010977,41,M,Kowloon,Living with Family,Trade & Logistics,8.2,21800.0,Credit Card,84000,24,27.98,0,4,3710,3360,0.324,,2,4.0,15.2,694,1
HK1010978,49,F,New Territories,Owner,Trade & Logistics,7.2,16600.0,Personal Loan,184000,24,5.84,2,3,6620,8140,0.889,,4,11.0,24.1,555,0
HK1010979,41,F,New Territories,Owner,Self-Employed,0.0,28900.0,SME Facility,1284000,12,10.53,0,2,4330,25680,1.038,0.698,1,22.0,13.3,618,1
HK1010980,27,F,New Territories,Owner,Trade & Logistics,7.7,28700.0,Personal Loan,327000,60,8.87,1,5,8100,6770,0.518,,0,,5.5,645,0
HK1010981,44,F,Kowloon,Public Housing,Self-Employed,4.7,16200.0,Personal Loan,168000,48,5.82,2,4,3400,3930,0.452,,0,,11.0,654,0
HK1010982,49,M,New Territories,Owner,Construction,7.1,28600.0,Personal Loan,376000,48,8.78,1,5,4330,9320,0.477,,0,,17.6,736,0
HK1010983,44,F,New Territories,Private Rental,Professional Services,5.8,42300.0,Personal Loan,169000,36,10.44,0,3,7040,5490,0.296,,0,,14.5,745,0
HK1010984,45,F,New Territories,Private Rental,Professional Services,3.6,27100.0,Mortgage,2765000,300,3.12,2,1,5660,13290,0.699,0.388,1,15.0,11.1,627,0
HK1010985,38,M,HK Island,Owner,Finance & Insurance,13.2,33400.0,Personal Loan,142000,12,4.44,1,3,12270,12120,0.73,,1,18.0,8.1,606,0
HK1010986,44,F,Kowloon,Public Housing,Finance & Insurance,10.0,24600.0,Personal Loan,211000,12,6.32,5,4,5770,18190,0.974,,0,,14.9,611,1
HK1010987,35,M,Kowloon,Public Housing,Trade & Logistics,5.3,12200.0,SME Facility,536000,60,13.0,1,2,2000,10720,1.043,0.688,0,,7.0,597,1
HK1010988,55,M,Kowloon,Public Housing,Finance & Insurance,5.9,43500.0,Personal Loan,337000,36,6.56,1,3,8430,10340,0.431,,3,14.0,23.3,648,0
HK1010989,49,F,Kowloon,Living with Family,Retail & F&B,14.8,18400.0,Mortgage,853000,240,3.6,1,3,5710,4990,0.582,0.923,0,,21.8,691,0
HK1010990,29,M,Kowloon,Owner,Retail & F&B,9.4,27500.0,Mortgage,1241000,180,2.8,0,3,4080,8450,0.456,0.715,1,23.0,5.9,674,0
HK1010991,27,M,New Territories,Private Rental,Finance & Insurance,3.9,13100.0,Mortgage,1307000,240,3.13,0,5,4810,7330,0.927,0.52,1,21.0,2.6,570,0
HK1010992,41,F,Kowloon,Owner,Public Sector,6.9,25400.0,SME Facility,398000,36,11.75,2,4,5030,7960,0.511,0.679,1,19.0,17.1,669,1
HK1010993,40,M,Kowloon,Owner,Public Sector,9.2,33000.0,Personal Loan,385000,24,7.31,0,2,4620,17290,0.664,,0,,7.8,622,0
HK1010994,45,M,HK Island,Public Housing,Trade & Logistics,5.3,31700.0,SME Facility,517000,60,8.42,1,1,19670,10340,0.947,0.621,0,,17.9,642,0
HK1010995,33,M,Kowloon,Owner,Construction,8.2,28500.0,Credit Card,61000,24,22.03,1,2,5720,2440,0.286,,0,,10.6,742,0
HK1010996,54,M,New Territories,Living with Family,Professional Services,1.6,35700.0,Personal Loan,409000,36,8.95,0,3,17270,13000,0.848,,1,18.0,27.0,683,1
HK1010997,49,F,New Territories,Public Housing,Self-Employed,1.9,27200.0,Personal Loan,390000,48,6.76,1,2,6520,9300,0.582,,0,,16.1,682,1
HK1010998,45,F,Kowloon,Owner,Public Sector,4.3,18600.0,Mortgage,1038000,300,3.89,4,2,920,5420,0.341,0.41,0,,17.6,673,0
HK1010999,51,F,New Territories,Private Rental,Public Sector,5.2,49700.0,Credit Card,151000,12,24.61,0,2,10840,6040,0.34,,1,12.0,26.3,726,0
HK1011000,37,M,Kowloon,Living with Family,Public Sector,5.9,16100.0,SME Facility,734000,12,8.27,0,3,3130,14680,1.106,0.69,0,,13.3,662,1
HK1011001,41,F,New Territories,Living with Family,Retail & F&B,2.3,14400.0,Credit Card,33000,12,33.76,1,3,3180,1320,0.312,,3,2.0,9.6,559,1
HK1011002,44,M,New Territories,Living with Family,Trade & Logistics,1.6,11800.0,Credit Card,64000,12,26.09,1,4,5240,2560,0.661,,0,,15.1,652,0
HK1011003,21,M,Kowloon,Owner,Self-Employed,8.1,14800.0,Personal Loan,49000,24,6.5,1,1,740,2180,0.197,,3,2.0,0.0,602,0
HK1011004,27,F,New Territories,Private Rental,Retail & F&B,3.7,15800.0,Personal Loan,223000,36,6.93,0,1,790,6880,0.485,,0,,5.3,682,0
HK1011005,62,M,New Territories,Owner,Public Sector,6.3,36100.0,Mortgage,3383000,180,3.71,2,1,6720,24530,0.866,0.575,4,13.0,16.6,479,1
HK1011006,39,M,HK Island,Private Rental,Public Sector,6.7,13500.0,SME Facility,241000,24,8.38,0,3,2280,4820,0.526,0.561,0,,11.7,722,0
HK1011007,45,M,New Territories,Private Rental,Professional Services,1.7,69300.0,Mortgage,4091000,180,2.24,2,1,6540,26780,0.481,0.619,0,,12.0,736,0
HK1011008,33,M,New Territories,Private Rental,Trade & Logistics,2.7,31400.0,Personal Loan,407000,48,10.82,1,2,4850,10480,0.488,,0,,7.7,661,0
HK1011009,59,F,Kowloon,Public Housing,Self-Employed,5.6,28200.0,Personal Loan,369000,48,7.22,0,1,8120,8870,0.602,,0,,26.8,768,0
HK1011010,21,M,New Territories,Owner,Professional Services,6.8,23900.0,Credit Card,83000,12,29.96,1,1,2460,3320,0.242,,0,,0.0,676,0
HK1011011,49,M,Kowloon,Owner,Finance & Insurance,7.5,52900.0,Personal Loan,347000,60,9.19,1,4,14610,7240,0.413,,0,,24.7,775,0
HK1011012,39,M,New Territories,Private Rental,Construction,7.5,20200.0,Mortgage,1736000,300,3.66,2,4,820,8840,0.478,0.647,0,,16.5,726,0
HK1011013,46,F,HK Island,Private Rental,Trade & Logistics,5.4,,Personal Loan,273000,48,7.58,0,2,1750,6610,0.375,,0,,12.6,708,0
HK1011014,44,M,New Territories,Owner,Finance & Insurance,12.8,24700.0,SME Facility,1045000,24,5.96,4,3,1020,20900,0.887,0.62,0,,17.1,657,0
HK1011015,45,M,HK Island,Owner,Trade & Logistics,9.2,24500.0,Credit Card,36000,12,32.03,2,2,3700,1440,0.21,,0,,21.7,763,0
HK1011016,38,F,New Territories,Private Rental,Construction,5.6,19000.0,Mortgage,1309000,180,3.51,0,3,3710,9360,0.688,0.659,0,,13.9,686,0
HK1011017,48,M,HK Island,Private Rental,Construction,9.8,20100.0,SME Facility,815000,24,8.17,1,3,4660,16300,1.043,0.533,0,,10.9,636,0
HK1011018,24,F,HK Island,Living with Family,Public Sector,7.9,21900.0,Personal Loan,149000,36,7.03,2,3,6410,4600,0.503,,3,14.0,2.4,538,1
HK1011019,44,M,New Territories,Private Rental,Public Sector,9.4,25300.0,Personal Loan,262000,48,8.15,1,3,6330,6410,0.504,,0,,19.4,718,1
HK1011020,44,M,New Territories,Private Rental,Trade & Logistics,7.5,20100.0,Credit Card,85000,24,26.07,2,3,6270,3400,0.481,,0,,19.9,702,0
HK1011021,53,F,HK Island,Public Housing,Trade & Logistics,19.6,19700.0,Credit Card,32000,24,24.74,1,2,4960,1280,0.317,,0,,12.8,714,0
HK1011022,58,M,Kowloon,Owner,Retail & F&B,10.0,28700.0,Credit Card,206000,24,28.52,3,2,2040,8240,0.358,,0,,21.3,764,0
HK1011023,33,M,New Territories,Public Housing,Public Sector,20.1,31600.0,Personal Loan,284000,24,4.55,2,3,3650,12400,0.508,,0,,6.8,704,0
HK1011024,38,F,Kowloon,Owner,Public Sector,9.2,26700.0,Mortgage,1438000,300,3.88,5,2,3020,7500,0.394,0.536,1,21.0,8.5,633,0
HK1011025,57,M,New Territories,Private Rental,Retail & F&B,29.0,18800.0,SME Facility,741000,12,7.62,2,3,5760,14820,1.095,0.691,1,6.0,21.4,641,1
HK1011026,46,M,Kowloon,Public Housing,Retail & F&B,7.6,11400.0,SME Facility,202000,12,9.71,2,6,3530,4040,0.664,0.435,0,,13.9,742,0
HK1011027,42,M,New Territories,Living with Family,Finance & Insurance,2.3,30900.0,Personal Loan,156000,36,6.43,1,7,6430,4780,0.363,,0,,16.1,692,0
HK1011028,54,M,Kowloon,Private Rental,Professional Services,9.6,29600.0,Mortgage,3070000,360,3.32,2,6,6700,13480,0.682,0.613,0,,14.3,699,0
HK1011029,40,M,New Territories,Private Rental,Self-Employed,12.0,25700.0,SME Facility,931000,36,11.15,2,3,9620,18620,1.099,0.495,2,13.0,9.4,536,1
HK1011030,61,F,New Territories,Owner,Trade & Logistics,11.6,32400.0,Personal Loan,323000,12,8.19,2,3,8230,28130,1.122,,0,,26.5,635,0
HK1011031,35,M,HK Island,Owner,Construction,8.7,17600.0,Personal Loan,230000,12,8.5,2,3,1430,20060,1.221,,2,11.0,8.1,526,1
HK1011032,38,F,Kowloon,Private Rental,Retail & F&B,3.4,14000.0,Personal Loan,54000,12,7.35,2,3,1290,4680,0.426,,1,14.0,13.7,706,0
HK1011033,46,M,Kowloon,Owner,Finance & Insurance,16.6,32300.0,Credit Card,137000,24,25.76,1,3,8030,5480,0.418,,0,,22.1,707,0
HK1011034,58,F,New Territories,Private Rental,Public Sector,4.7,37100.0,Credit Card,53000,12,29.91,2,2,15310,2120,0.47,,0,,25.3,700,0
HK1011035,63,M,HK Island,Private Rental,Trade & Logistics,2.5,30100.0,Mortgage,2209000,180,3.37,0,3,10700,15650,0.875,0.521,0,,19.2,707,0
HK1011036,49,F,New Territories,Owner,Finance & Insurance,4.4,41100.0,Credit Card,61000,12,28.39,2,1,6660,2440,0.221,,0,,22.3,759,0
HK1011037,27,M,New Territories,Living with Family,Finance & Insurance,20.3,,Personal Loan,76000,60,7.3,1,8,3870,1520,0.203,,0,,4.3,755,0
HK1011038,27,M,New Territories,Living with Family,Professional Services,,25500.0,Personal Loan,204000,12,8.08,2,3,1550,17750,0.757,,1,23.0,5.1,616,0
HK1011039,38,F,New Territories,Owner,Finance & Insurance,5.8,33600.0,Personal Loan,103000,24,8.0,2,2,9980,4660,0.436,,0,,8.6,691,0
HK1011040,57,F,Kowloon,Living with Family,Self-Employed,4.2,19500.0,Mortgage,2006000,120,3.44,2,2,3520,19780,1.195,0.602,0,,31.0,656,0
HK1011041,36,M,Kowloon,Owner,Self-Employed,11.0,22000.0,Mortgage,2134000,300,3.83,1,5,540,11060,0.527,0.693,0,,10.3,687,0
HK1011042,41,F,HK Island,Owner,Retail & F&B,3.3,15800.0,Personal Loan,209000,48,8.19,1,3,5120,5120,0.648,,0,,18.1,667,1
HK1011043,48,M,Kowloon,Owner,Public Sector,21.8,16700.0,Mortgage,828000,240,3.83,0,1,3150,4940,0.484,0.51,0,,15.5,720,0
HK1011044,28,M,New Territories,Owner,Retail & F&B,4.1,10400.0,Personal Loan,103000,60,5.5,1,3,4340,1970,0.607,,0,,5.6,628,0
HK1011045,34,M,HK Island,Private Rental,Finance & Insurance,10.2,22200.0,Personal Loan,80000,36,5.09,1,3,2930,2400,0.24,,0,,9.8,756,0
HK1011046,37,F,Kowloon,Public Housing,Construction,2.0,40200.0,Personal Loan,187000,12,7.79,2,4,7140,16250,0.582,,0,,9.0,676,0
HK1011047,33,M,Kowloon,Living with Family,Construction,1.2,16000.0,Credit Card,106000,24,30.7,1,2,5910,4240,0.634,,0,,5.5,696,0
HK1011048,21,F,Kowloon,Public Housing,Public Sector,13.9,25400.0,Personal Loan,175000,24,7.84,2,3,2110,7900,0.394,,2,13.0,0.0,594,1
HK1011049,41,M,Kowloon,Private Rental,Self-Employed,0.0,32500.0,Personal Loan,270000,12,10.49,1,4,4670,23800,0.876,,0,,13.5,572,1
HK1011050,33,F,New Territories,Owner,Finance & Insurance,10.2,60800.0,Credit Card,389000,12,30.46,1,6,18090,15560,0.553,,0,,10.4,754,0
HK1011051,38,F,New Territories,Owner,Retail & F&B,10.3,12300.0,SME Facility,255000,36,9.13,2,2,3120,5100,0.668,0.691,0,,11.7,644,0
HK1011052,25,M,Kowloon,Private Rental,Self-Employed,4.9,26900.0,Credit Card,192000,12,25.66,2,3,5820,7680,0.502,,0,,2.5,619,1
HK1011053,43,F,New Territories,Owner,Public Sector,6.1,19400.0,Personal Loan,153000,36,8.67,1,2,5970,4840,0.557,,0,,18.9,651,0
HK1011054,36,M,Kowloon,Private Rental,Trade & Logistics,2.1,31600.0,Credit Card,190000,24,26.63,0,2,7610,7600,0.481,,0,,8.2,655,0
HK1011055,21,M,HK Island,Private Rental,Finance & Insurance,3.0,40300.0,Mortgage,3708000,180,3.42,0,5,7910,26360,0.85,0.539,4,23.0,0.0,533,1
HK1011056,57,F,Kowloon,Living with Family,Trade & Logistics,9.9,18600.0,Mortgage,1365000,360,3.52,2,4,340,6140,0.348,0.637,1,22.0,14.7,683,0
HK1011057,26,M,Kowloon,Living with Family,Retail & F&B,0.0,24600.0,Personal Loan,244000,36,11.49,2,3,5130,8040,0.535,,1,9.0,4.0,626,0
HK1011058,29,M,Kowloon,Private Rental,Self-Employed,4.1,13000.0,Credit Card,46000,24,29.72,3,3,880,1840,0.209,,0,,4.4,691,0
HK1011059,44,F,Kowloon,Owner,Self-Employed,2.4,23800.0,Credit Card,101000,24,30.3,6,1,4140,4040,0.344,,0,,21.8,691,0
HK1011060,65,F,HK Island,Private Rental,Trade & Logistics,0.8,14800.0,SME Facility,550000,12,8.82,0,3,2270,11000,0.897,0.56,2,3.0,35.0,628,0
HK1011061,28,M,HK Island,Owner,Professional Services,4.6,19000.0,Credit Card,42000,12,26.11,1,2,3390,1680,0.267,,0,,4.7,697,0
HK1011062,32,M,New Territories,Living with Family,Finance & Insurance,5.3,21000.0,Mortgage,946000,180,3.18,2,1,1380,6620,0.381,0.662,0,,5.9,681,0
HK1011063,29,F,New Territories,Owner,Construction,9.7,12300.0,SME Facility,281000,12,6.56,2,2,860,5620,0.527,0.599,0,,6.8,701,0
HK1011064,39,F,HK Island,Owner,Self-Employed,0.8,20900.0,Personal Loan,169000,48,9.52,1,4,2720,4250,0.333,,2,23.0,16.5,604,1
HK1011065,54,M,New Territories,Owner,Finance & Insurance,4.1,29500.0,Credit Card,184000,24,22.17,1,1,3750,7360,0.377,,1,1.0,22.8,684,0
HK1011066,34,M,Kowloon,Private Rental,Public Sector,11.9,13700.0,Personal Loan,173000,12,5.05,1,1,4720,14810,1.426,,1,5.0,10.1,565,1
HK1011067,45,F,New Territories,Public Housing,Construction,1.4,28300.0,Personal Loan,229000,60,7.39,0,3,580,4580,0.182,,0,,17.0,799,0
HK1011068,44,M,HK Island,Public Housing,Professional Services,6.7,16400.0,Personal Loan,73000,12,9.84,0,2,6800,6410,0.805,,0,,10.4,638,0
HK1011069,51,M,Kowloon,Owner,Self-Employed,4.9,28600.0,Personal Loan,166000,60,7.68,1,3,960,3340,0.15,,3,2.0,25.5,685,0
HK1011070,60,F,Kowloon,Owner,Construction,11.5,27900.0,SME Facility,580000,24,8.31,6,6,1310,11600,0.463,0.773,0,,25.8,721,0
HK1011071,39,F,New Territories,Living with Family,Finance & Insurance,10.2,46600.0,Credit Card,62000,12,28.53,2,2,6020,2480,0.182,,0,,8.0,751,0
HK1011072,32,F,New Territories,Private Rental,Construction,13.2,23300.0,Credit Card,137000,24,31.85,0,5,6260,5480,0.504,,0,,6.3,667,0
HK1011073,38,F,New Territories,Owner,Self-Employed,1.7,17300.0,Mortgage,1603000,300,3.29,2,2,1980,7850,0.568,0.466,1,2.0,14.4,660,0
HK1011074,35,M,Kowloon,Owner,Finance & Insurance,4.2,20800.0,SME Facility,224000,12,6.66,2,3,1410,4480,0.283,0.841,0,,12.0,741,0
HK1011075,34,M,New Territories,Public Housing,Finance & Insurance,4.6,20100.0,Mortgage,1884000,300,3.3,2,2,2230,9230,0.57,0.51,0,,6.9,653,0
HK1011076,38,F,New Territories,Owner,Trade & Logistics,1.3,12000.0,Credit Card,58000,12,22.77,1,4,1520,2320,0.32,,0,,6.8,666,0
HK1011077,36,M,HK Island,Owner,Trade & Logistics,5.2,11700.0,Personal Loan,139000,60,9.12,2,1,2680,2890,0.476,,0,,13.6,746,0
HK1011078,41,M,New Territories,Private Rental,Trade & Logistics,2.8,50500.0,Personal Loan,554000,36,6.86,1,2,1440,17070,0.367,,0,,9.0,686,0
HK1011079,42,F,New Territories,Owner,Finance & Insurance,7.6,49400.0,Mortgage,3116000,120,2.88,4,2,15960,29920,0.929,0.742,1,10.0,10.2,585,0
HK1011080,47,F,Kowloon,Owner,Retail & F&B,1.9,17000.0,Mortgage,1326000,120,3.95,0,2,3260,13390,0.979,0.481,0,,12.9,644,0
HK1011081,49,M,Kowloon,Owner,Retail & F&B,3.0,9000.0,Credit Card,57000,12,30.39,2,3,1650,2280,0.437,,0,,14.7,698,1
HK1011082,48,M,Kowloon,Private Rental,Professional Services,5.4,13200.0,Personal Loan,121000,24,7.53,0,2,1010,5450,0.489,,2,20.0,12.5,617,0
HK1011083,28,F,HK Island,Owner,Self-Employed,1.9,15500.0,Personal Loan,213000,24,5.44,1,1,3300,9390,0.819,,0,,4.0,618,1
HK1011084,53,M,HK Island,Owner,Self-Employed,2.4,20200.0,Personal Loan,93000,12,5.74,0,2,6260,7990,0.705,,0,,21.6,729,0
HK1011085,35,F,Kowloon,Owner,Construction,4.5,27200.0,Credit Card,75000,12,25.7,2,3,7820,3000,0.398,,0,,13.1,722,0
HK1011086,51,M,New Territories,Private Rental,Self-Employed,11.4,38400.0,Credit Card,48000,24,30.22,2,1,8000,1920,0.258,,0,,15.3,730,0
HK1011087,34,M,Kowloon,Private Rental,Retail & F&B,0.0,18000.0,Personal Loan,106000,36,10.68,0,2,2770,3450,0.346,,2,21.0,6.0,667,1
HK1011088,54,F,HK Island,Owner,Trade & Logistics,3.8,26800.0,Mortgage,1304000,300,3.0,1,2,2810,6180,0.335,0.732,3,16.0,16.3,557,0
HK1011089,45,F,HK Island,Owner,Finance & Insurance,5.2,52500.0,Mortgage,2690000,180,3.29,1,3,15030,18950,0.647,0.737,0,,12.4,691,0
HK1011090,44,F,Kowloon,Public Housing,Self-Employed,3.8,23200.0,Personal Loan,309000,36,11.13,2,4,6760,10140,0.728,,0,,10.0,621,0
HK1011091,48,M,Kowloon,Owner,Self-Employed,6.1,31400.0,Personal Loan,195000,60,7.79,1,2,8940,3930,0.41,,2,10.0,20.6,659,0
HK1011092,43,M,New Territories,Owner,Professional Services,6.9,63700.0,Mortgage,4580000,120,3.1,1,4,19000,44440,0.996,0.766,0,,17.9,682,0
HK1011093,52,M,Kowloon,Private Rental,Retail & F&B,4.8,17700.0,Personal Loan,146000,12,8.85,0,1,8570,12760,1.205,,1,10.0,17.3,605,1
HK1011094,33,M,HK Island,Owner,Finance & Insurance,3.8,59700.0,Mortgage,4444000,300,3.59,0,4,4630,22460,0.454,0.758,0,,6.7,730,0
HK1011095,26,M,Kowloon,Owner,Professional Services,3.2,27500.0,Mortgage,2652000,120,2.74,0,3,3320,25290,1.04,0.426,0,,4.0,591,1
HK1011096,47,F,New Territories,Owner,Retail & F&B,10.3,22900.0,Credit Card,95000,12,29.43,3,4,7300,3800,0.485,,1,5.0,22.5,637,1
HK1011097,51,F,Kowloon,Private Rental,Trade & Logistics,3.0,33000.0,Personal Loan,417000,36,6.94,2,2,7950,12860,0.631,,2,23.0,14.5,604,0
HK1011098,26,M,Kowloon,Owner,Retail & F&B,16.7,10700.0,Credit Card,64000,12,31.44,0,4,830,2560,0.317,,0,,2.4,698,0
HK1011099,43,M,New Territories,Private Rental,Finance & Insurance,,58700.0,SME Facility,813000,24,9.95,3,6,13920,16260,0.514,0.455,1,2.0,16.0,631,0
HK1011100,34,F,HK Island,Owner,Public Sector,9.6,27900.0,Personal Loan,91000,48,8.2,1,1,2990,2230,0.187,,0,,6.7,708,0
HK1011101,28,F,Kowloon,Public Housing,Self-Employed,2.0,23200.0,Credit Card,104000,12,24.81,3,5,4090,4160,0.356,,0,,5.1,648,0
HK1011102,39,F,New Territories,Living with Family,Trade & Logistics,8.5,39300.0,Personal Loan,118000,24,8.05,1,2,6850,5340,0.31,,0,,12.5,764,0
HK1011103,53,M,HK Island,Private Rental,Self-Employed,2.3,,Mortgage,1274000,300,3.5,2,4,3410,6380,0.601,0.757,2,21.0,14.4,597,0
HK1011104,44,M,HK Island,Private Rental,Finance & Insurance,5.4,29500.0,Personal Loan,358000,36,7.17,2,1,13190,11080,0.823,,1,14.0,17.6,678,0
HK1011105,38,F,HK Island,Owner,Public Sector,11.4,57600.0,Credit Card,185000,24,36.0,1,4,4910,7400,0.214,,0,,10.1,751,0
HK1011106,35,F,New Territories,Owner,Professional Services,1.3,29500.0,Personal Loan,297000,12,7.83,2,3,7150,25810,1.117,,0,,7.4,554,1
HK1011107,44,M,HK Island,Owner,Self-Employed,15.2,16000.0,Credit Card,25000,12,29.15,1,2,1250,1000,0.141,,0,,18.4,745,0
HK1011108,53,M,New Territories,Owner,Construction,4.0,17000.0,Personal Loan,107000,12,7.03,2,2,4860,9260,0.831,,3,11.0,26.1,546,0
HK1011109,38,M,New Territories,Owner,Public Sector,5.7,14000.0,Credit Card,64000,12,27.06,0,4,1270,2560,0.274,,0,,7.1,699,0
HK1011110,51,M,Kowloon,Owner,Professional Services,16.4,30500.0,Personal Loan,255000,48,5.91,1,3,1750,5980,0.253,,0,,21.9,739,0
HK1011111,47,F,HK Island,Private Rental,Self-Employed,5.5,35000.0,Credit Card,178000,12,27.89,1,4,6310,7120,0.384,,0,,17.2,706,0
HK1011112,43,M,Kowloon,Private Rental,Professional Services,1.8,27300.0,Mortgage,2923000,300,2.98,1,3,6780,13830,0.755,0.759,1,2.0,20.4,668,0
HK1011113,57,F,New Territories,Living with Family,Retail & F&B,7.2,23800.0,Mortgage,2180000,120,3.89,2,3,5790,21960,1.166,0.869,0,,17.5,651,0
HK1011114,34,M,New Territories,Living with Family,Retail & F&B,3.8,14800.0,Credit Card,29000,12,26.16,0,3,2630,1160,0.256,,0,,6.1,729,1
HK1011115,45,M,New Territories,Owner,Trade & Logistics,5.4,33300.0,Credit Card,184000,24,30.52,1,3,13420,7360,0.624,,0,,16.6,660,0
HK1011116,45,M,New Territories,Owner,Finance & Insurance,22.9,27300.0,Mortgage,1665000,300,3.6,2,3,8120,8420,0.606,0.578,2,16.0,21.8,674,0
HK1011117,40,F,Kowloon,Public Housing,Self-Employed,3.5,18400.0,Credit Card,45000,12,24.62,1,2,4760,1800,0.357,,0,,17.1,719,0
HK1011118,47,M,HK Island,Owner,Retail & F&B,7.0,12600.0,Credit Card,90000,12,24.33,2,5,640,3600,0.337,,0,,23.9,796,0
HK1011119,45,M,New Territories,Living with Family,Construction,17.1,20200.0,Credit Card,138000,12,23.84,0,4,6820,5520,0.611,,0,,15.9,691,1
HK1011120,29,F,New Territories,Private Rental,Self-Employed,4.2,15500.0,Mortgage,1291000,360,3.07,2,3,5420,5490,0.704,0.743,0,,5.0,624,0
HK1011121,43,F,Kowloon,Private Rental,Finance & Insurance,5.6,47800.0,Credit Card,153000,12,28.79,2,5,6510,6120,0.264,,0,,11.9,689,0
